"ID";"Woningkenmerken";"RegioS";"Perioden";"GemiddeldAardgasverbruik_1";"GemiddeldElektriciteitsverbruik_2";"Stadsverwarming_3"
"17646";"ZW10300";"GM1903";"2016JJ00";"    2000";"    3540";"       ."
"17647";"ZW10300";"GM1903";"2017JJ00";"    1920";"    3430";""
"17648";"ZW10300";"GM0772";"2010JJ00";"    2650";"    4000";"       ."
"17649";"ZW10300";"GM0772";"2011JJ00";"    2050";"    4050";"       ."
"17650";"ZW10300";"GM0772";"2012JJ00";"    2250";"    4000";"       ."
"17651";"ZW10300";"GM0772";"2013JJ00";"    2400";"    3450";"       ."
"17652";"ZW10300";"GM0772";"2014JJ00";"    1800";"    3250";"       ."
"17653";"ZW10300";"GM0772";"2015JJ00";"    1980";"    3820";"       ."
"17654";"ZW10300";"GM0772";"2016JJ00";"    2040";"    3790";"       ."
"17655";"ZW10300";"GM0772";"2017JJ00";"    1970";"    3730";""
"17656";"ZW10300";"GM0230";"2010JJ00";"    2400";"    4050";"       ."
"17657";"ZW10300";"GM0230";"2011JJ00";"    1850";"    4000";"       ."
"17658";"ZW10300";"GM0230";"2012JJ00";"    2000";"    3950";"       ."
"17659";"ZW10300";"GM0230";"2013JJ00";"    2100";"    3800";"       ."
"17660";"ZW10300";"GM0230";"2014JJ00";"    1550";"    3700";"       ."
"17661";"ZW10300";"GM0230";"2015JJ00";"    1620";"    3510";"       ."
"17662";"ZW10300";"GM0230";"2016JJ00";"    1720";"    3470";"       ."
"17663";"ZW10300";"GM0230";"2017JJ00";"    1670";"    3430";""
"17664";"ZW10300";"GM0114";"2010JJ00";"    2350";"    3850";"       ."
"17665";"ZW10300";"GM0114";"2011JJ00";"    1850";"    3850";"       ."
"17666";"ZW10300";"GM0114";"2012JJ00";"    2000";"    3800";"       ."
"17667";"ZW10300";"GM0114";"2013JJ00";"    2100";"    3750";"       ."
"17668";"ZW10300";"GM0114";"2014JJ00";"    1600";"    3600";"       ."
"17669";"ZW10300";"GM0114";"2015JJ00";"    1670";"    3520";"       ."
"17670";"ZW10300";"GM0114";"2016JJ00";"    1770";"    3450";"       ."
"17671";"ZW10300";"GM0114";"2017JJ00";"    1680";"    3370";""
"17672";"ZW10300";"GM0388";"2010JJ00";"    2050";"    3750";"       ."
"17673";"ZW10300";"GM0388";"2011JJ00";"    1650";"    3850";"       ."
"17674";"ZW10300";"GM0388";"2012JJ00";"    1750";"    3650";"       ."
"17675";"ZW10300";"GM0388";"2013JJ00";"    1850";"    3500";"       ."
"17676";"ZW10300";"GM0388";"2014JJ00";"    1350";"    3400";"       ."
"17677";"ZW10300";"GM0388";"2015JJ00";"    1480";"    3230";"       ."
"17678";"ZW10300";"GM0388";"2016JJ00";"    1530";"    3170";"       ."
"17679";"ZW10300";"GM0388";"2017JJ00";"    1480";"    3090";""
"17680";"ZW10300";"GM0153";"2010JJ00";"    2350";"    3700";"       ."
"17681";"ZW10300";"GM0153";"2011JJ00";"    1850";"    3750";"       ."
"17682";"ZW10300";"GM0153";"2012JJ00";"    1950";"    3750";"       ."
"17683";"ZW10300";"GM0153";"2013JJ00";"    2050";"    3700";"       ."
"17684";"ZW10300";"GM0153";"2014JJ00";"    1500";"    3550";"       ."
"17685";"ZW10300";"GM0153";"2015JJ00";"    1610";"    3440";"       ."
"17686";"ZW10300";"GM0153";"2016JJ00";"    1690";"    3360";"       ."
"17687";"ZW10300";"GM0153";"2017JJ00";"    1630";"    3280";""
"17688";"ZW10300";"GM0232";"2010JJ00";"    2650";"    4000";"       ."
"17689";"ZW10300";"GM0232";"2011JJ00";"    2100";"    4000";"       ."
"17690";"ZW10300";"GM0232";"2012JJ00";"    2200";"    3950";"       ."
"17691";"ZW10300";"GM0232";"2013JJ00";"    2250";"    3750";"       ."
"17692";"ZW10300";"GM0232";"2014JJ00";"    1700";"    3600";"       ."
"17693";"ZW10300";"GM0232";"2015JJ00";"    1780";"    3440";"       ."
"17694";"ZW10300";"GM0232";"2016JJ00";"    1920";"    3410";"       ."
"17695";"ZW10300";"GM0232";"2017JJ00";"    1840";"    3330";""
"17696";"ZW10300";"GM0233";"2010JJ00";"    2650";"    4100";"       ."
"17697";"ZW10300";"GM0233";"2011JJ00";"    2100";"    4100";"       ."
"17698";"ZW10300";"GM0233";"2012JJ00";"    2200";"    4000";"       ."
"17699";"ZW10300";"GM0233";"2013JJ00";"    2350";"    3850";"       ."
"17700";"ZW10300";"GM0233";"2014JJ00";"    1750";"    3700";"       ."
"17701";"ZW10300";"GM0233";"2015JJ00";"    1870";"    3590";"       ."
"17702";"ZW10300";"GM0233";"2016JJ00";"    1940";"    3480";"       ."
"17703";"ZW10300";"GM0233";"2017JJ00";"    1850";"    3370";""
"17704";"ZW10300";"GM0777";"2010JJ00";"    2400";"    4500";"       ."
"17705";"ZW10300";"GM0777";"2011JJ00";"    1900";"    4550";"       ."
"17706";"ZW10300";"GM0777";"2012JJ00";"    2050";"    4550";"       ."
"17707";"ZW10300";"GM0777";"2013JJ00";"    2150";"    4550";"       ."
"17708";"ZW10300";"GM0777";"2014JJ00";"    1600";"    4400";"       ."
"17709";"ZW10300";"GM0777";"2015JJ00";"    1670";"    4050";"       ."
"17710";"ZW10300";"GM0777";"2016JJ00";"    1720";"    3980";"       ."
"17711";"ZW10300";"GM0777";"2017JJ00";"    1630";"    3960";""
"17712";"ZW10300";"GM1722";"2010JJ00";"    2050";"    2900";"       ."
"17713";"ZW10300";"GM1722";"2011JJ00";"    1600";"    2950";"       ."
"17714";"ZW10300";"GM1722";"2012JJ00";"    1650";"    2850";"       ."
"17715";"ZW10300";"GM1722";"2013JJ00";"    1750";"    2750";"       ."
"17716";"ZW10300";"GM1722";"2014JJ00";"    1300";"    2700";"       ."
"17717";"ZW10300";"GM1722";"2015JJ00";"    1420";"    2560";"       ."
"17718";"ZW10300";"GM1722";"2016JJ00";"    1480";"    2530";"       ."
"17719";"ZW10300";"GM1722";"2017JJ00";"    1390";"    2490";""
"17720";"ZW10300";"GM0070";"2010JJ00";"    2100";"    2950";"       ."
"17721";"ZW10300";"GM0070";"2011JJ00";"    1650";"    2950";"       ."
"17722";"ZW10300";"GM0070";"2012JJ00";"    1750";"    2950";"       ."
"17723";"ZW10300";"GM0070";"2013JJ00";"    1850";"    2850";"       ."
"17724";"ZW10300";"GM0070";"2014JJ00";"    1400";"    2750";"       ."
"17725";"ZW10300";"GM0070";"2015JJ00";"    1470";"    2670";"       ."
"17726";"ZW10300";"GM0070";"2016JJ00";"    1500";"    2590";"       ."
"17727";"ZW10300";"GM0070";"2017JJ00";"    1400";"    2530";""
"17728";"ZW10300";"GM1921";"2010JJ00";"";"";""
"17729";"ZW10300";"GM1921";"2011JJ00";"";"";""
"17730";"ZW10300";"GM1921";"2012JJ00";"";"";""
"17731";"ZW10300";"GM1921";"2013JJ00";"";"";""
"17732";"ZW10300";"GM1921";"2014JJ00";"    1350";"    3100";"       ."
"17733";"ZW10300";"GM1921";"2015JJ00";"    1440";"    3010";"       ."
"17734";"ZW10300";"GM1921";"2016JJ00";"";"";""
"17735";"ZW10300";"GM1921";"2017JJ00";"";"";""
"17736";"ZW10300";"GM1940";"2010JJ00";"";"";""
"17737";"ZW10300";"GM1940";"2011JJ00";"";"";""
"17738";"ZW10300";"GM1940";"2012JJ00";"";"";""
"17739";"ZW10300";"GM1940";"2013JJ00";"";"";""
"17740";"ZW10300";"GM1940";"2014JJ00";"";"";""
"17741";"ZW10300";"GM1940";"2015JJ00";"";"";""
"17742";"ZW10300";"GM1940";"2016JJ00";"    1520";"    2920";"       ."
"17743";"ZW10300";"GM1940";"2017JJ00";"    1440";"    2840";""
"17744";"ZW10300";"GM0653";"2010JJ00";"    2100";"    3150";"       ."
"17745";"ZW10300";"GM0653";"2011JJ00";"    1650";"    3200";"       ."
"17746";"ZW10300";"GM0653";"2012JJ00";"    1800";"    3050";"       ."
"17747";"ZW10300";"GM0653";"2013JJ00";"    1850";"    2950";"       ."
"17748";"ZW10300";"GM0653";"2014JJ00";"";"";""
"17749";"ZW10300";"GM0653";"2015JJ00";"";"";""
"17750";"ZW10300";"GM0653";"2016JJ00";"";"";""
"17751";"ZW10300";"GM0653";"2017JJ00";"";"";""
"17752";"ZW10300";"GM0779";"2010JJ00";"    2400";"    4000";"       ."
"17753";"ZW10300";"GM0779";"2011JJ00";"    1750";"    3900";"       ."
"17754";"ZW10300";"GM0779";"2012JJ00";"    1900";"    3850";"       ."
"17755";"ZW10300";"GM0779";"2013JJ00";"    1950";"    3800";"       ."
"17756";"ZW10300";"GM0779";"2014JJ00";"    1400";"    3650";"       ."
"17757";"ZW10300";"GM0779";"2015JJ00";"    1550";"    3560";"       ."
"17758";"ZW10300";"GM0779";"2016JJ00";"    1560";"    3480";"       ."
"17759";"ZW10300";"GM0779";"2017JJ00";"    1510";"    3470";""
"17760";"ZW10300";"GM0236";"2010JJ00";"    2350";"    4150";"       ."
"17761";"ZW10300";"GM0236";"2011JJ00";"    1850";"    4150";"       ."
"17762";"ZW10300";"GM0236";"2012JJ00";"    1950";"    4050";"       ."
"17763";"ZW10300";"GM0236";"2013JJ00";"    2100";"    4000";"       ."
"17764";"ZW10300";"GM0236";"2014JJ00";"    1550";"    3850";"       ."
"17765";"ZW10300";"GM0236";"2015JJ00";"    1680";"    3690";"       ."
"17766";"ZW10300";"GM0236";"2016JJ00";"    1740";"    3640";"       ."
"17767";"ZW10300";"GM0236";"2017JJ00";"    1670";"    3530";""
"17768";"ZW10300";"GM1771";"2010JJ00";"    2550";"    4150";"       ."
"17769";"ZW10300";"GM1771";"2011JJ00";"    2000";"    4150";"       ."
"17770";"ZW10300";"GM1771";"2012JJ00";"    2100";"    4100";"       ."
"17771";"ZW10300";"GM1771";"2013JJ00";"    2250";"    4050";"       ."
"17772";"ZW10300";"GM1771";"2014JJ00";"    1650";"    3900";"       ."
"17773";"ZW10300";"GM1771";"2015JJ00";"    1820";"    3830";"       ."
"17774";"ZW10300";"GM1771";"2016JJ00";"    1860";"    3690";"       ."
"17775";"ZW10300";"GM1771";"2017JJ00";"    1800";"    3620";""
"17776";"ZW10300";"GM1652";"2010JJ00";"    2250";"    4300";"       ."
"17777";"ZW10300";"GM1652";"2011JJ00";"    1800";"    4300";"       ."
"17778";"ZW10300";"GM1652";"2012JJ00";"    1850";"    4200";"       ."
"17779";"ZW10300";"GM1652";"2013JJ00";"    2000";"    4150";"       ."
"17780";"ZW10300";"GM1652";"2014JJ00";"    1450";"    3950";"       ."
"17781";"ZW10300";"GM1652";"2015JJ00";"    1580";"    3860";"       ."
"17782";"ZW10300";"GM1652";"2016JJ00";"    1630";"    3790";"       ."
"17783";"ZW10300";"GM1652";"2017JJ00";"    1580";"    3720";""
"17784";"ZW10300";"GM0907";"2010JJ00";"    2300";"    4000";"       ."
"17785";"ZW10300";"GM0907";"2011JJ00";"    1750";"    3900";"       ."
"17786";"ZW10300";"GM0907";"2012JJ00";"    1850";"    3900";"       ."
"17787";"ZW10300";"GM0907";"2013JJ00";"    1950";"    3850";"       ."
"17788";"ZW10300";"GM0907";"2014JJ00";"    1450";"    3650";"       ."
"17789";"ZW10300";"GM0907";"2015JJ00";"    1560";"    3510";"       ."
"17790";"ZW10300";"GM0907";"2016JJ00";"    1640";"    3470";"       ."
"17791";"ZW10300";"GM0907";"2017JJ00";"    1610";"    3400";""
"17792";"ZW10300";"GM0689";"2010JJ00";"    2400";"    4050";"       ."
"17793";"ZW10300";"GM0689";"2011JJ00";"    1900";"    4000";"       ."
"17794";"ZW10300";"GM0689";"2012JJ00";"    2000";"    3950";"       ."
"17795";"ZW10300";"GM0689";"2013JJ00";"    2150";"    4000";"       ."
"17796";"ZW10300";"GM0689";"2014JJ00";"    1600";"    3850";"       ."
"17797";"ZW10300";"GM0689";"2015JJ00";"    1710";"    3680";"       ."
"17798";"ZW10300";"GM0689";"2016JJ00";"    1760";"    3700";"       ."
"17799";"ZW10300";"GM0689";"2017JJ00";"    1700";"    3610";""
"17800";"ZW10300";"GM0784";"2010JJ00";"    2250";"    3950";"       ."
"17801";"ZW10300";"GM0784";"2011JJ00";"    1750";"    3950";"       ."
"17802";"ZW10300";"GM0784";"2012JJ00";"    1850";"    3900";"       ."
"17803";"ZW10300";"GM0784";"2013JJ00";"    2000";"    3900";"       ."
"17804";"ZW10300";"GM0784";"2014JJ00";"    1450";"    3750";"       ."
"17805";"ZW10300";"GM0784";"2015JJ00";"    1560";"    3620";"       ."
"17806";"ZW10300";"GM0784";"2016JJ00";"    1620";"    3600";"       ."
"17807";"ZW10300";"GM0784";"2017JJ00";"    1570";"    3560";""
"17808";"ZW10300";"GM0511";"2010JJ00";"    2150";"    3800";"       ."
"17809";"ZW10300";"GM0511";"2011JJ00";"    1700";"    3800";"       ."
"17810";"ZW10300";"GM0511";"2012JJ00";"    1800";"    3800";"       ."
"17811";"ZW10300";"GM0511";"2013JJ00";"";"";""
"17812";"ZW10300";"GM0511";"2014JJ00";"";"";""
"17813";"ZW10300";"GM0511";"2015JJ00";"";"";""
"17814";"ZW10300";"GM0511";"2016JJ00";"";"";""
"17815";"ZW10300";"GM0511";"2017JJ00";"";"";""
"17816";"ZW10300";"GM1924";"2010JJ00";"";"";""
"17817";"ZW10300";"GM1924";"2011JJ00";"";"";""
"17818";"ZW10300";"GM1924";"2012JJ00";"";"";""
"17819";"ZW10300";"GM1924";"2013JJ00";"    1950";"    3800";"       ."
"17820";"ZW10300";"GM1924";"2014JJ00";"    1450";"    3600";"       ."
"17821";"ZW10300";"GM1924";"2015JJ00";"    1510";"    3470";"       ."
"17822";"ZW10300";"GM1924";"2016JJ00";"    1570";"    3470";"       ."
"17823";"ZW10300";"GM1924";"2017JJ00";"    1490";"    3390";""
"17824";"ZW10300";"GM0664";"2010JJ00";"    2000";"    3550";"       ."
"17825";"ZW10300";"GM0664";"2011JJ00";"    1600";"    3550";"       ."
"17826";"ZW10300";"GM0664";"2012JJ00";"    1700";"    3450";"       ."
"17827";"ZW10300";"GM0664";"2013JJ00";"    1850";"    3400";"       ."
"17828";"ZW10300";"GM0664";"2014JJ00";"    1400";"    3200";"       ."
"17829";"ZW10300";"GM0664";"2015JJ00";"    1460";"    3090";"       ."
"17830";"ZW10300";"GM0664";"2016JJ00";"    1480";"    3010";"       ."
"17831";"ZW10300";"GM0664";"2017JJ00";"    1400";"    2930";""
"17832";"ZW10300";"GM0785";"2010JJ00";"    2350";"    3850";"       ."
"17833";"ZW10300";"GM0785";"2011JJ00";"    1800";"    3850";"       ."
"17834";"ZW10300";"GM0785";"2012JJ00";"    1900";"    3850";"       ."
"17835";"ZW10300";"GM0785";"2013JJ00";"    2050";"    3900";"       ."
"17836";"ZW10300";"GM0785";"2014JJ00";"    1550";"    3850";"       ."
"17837";"ZW10300";"GM0785";"2015JJ00";"    1650";"    3720";"       ."
"17838";"ZW10300";"GM0785";"2016JJ00";"    1690";"    3630";"       ."
"17839";"ZW10300";"GM0785";"2017JJ00";"    1630";"    3610";""
"17840";"ZW10300";"GM1942";"2010JJ00";"";"";""
"17841";"ZW10300";"GM1942";"2011JJ00";"";"";""
"17842";"ZW10300";"GM1942";"2012JJ00";"";"";""
"17843";"ZW10300";"GM1942";"2013JJ00";"";"";""
"17844";"ZW10300";"GM1942";"2014JJ00";"";"";""
"17845";"ZW10300";"GM1942";"2015JJ00";"";"";""
"17846";"ZW10300";"GM1942";"2016JJ00";"    2650";"    4440";"       ."
"17847";"ZW10300";"GM1942";"2017JJ00";"    2540";"    4410";""
"17848";"ZW10300";"GM0512";"2010JJ00";"    2300";"    4250";"       ."
"17849";"ZW10300";"GM0512";"2011JJ00";"    1800";"    4200";"       ."
"17850";"ZW10300";"GM0512";"2012JJ00";"    1850";"    4200";"       ."
"17851";"ZW10300";"GM0512";"2013JJ00";"    1900";"    4100";"       ."
"17852";"ZW10300";"GM0512";"2014JJ00";"    1400";"    4050";"       ."
"17853";"ZW10300";"GM0512";"2015JJ00";"    1480";"    4090";"       ."
"17854";"ZW10300";"GM0512";"2016JJ00";"    1480";"    4060";"       ."
"17855";"ZW10300";"GM0512";"2017JJ00";"    1410";"    3960";""
"17856";"ZW10300";"GM0513";"2010JJ00";"    2600";"    4050";"       ."
"17857";"ZW10300";"GM0513";"2011JJ00";"    2000";"    4000";"       ."
"17858";"ZW10300";"GM0513";"2012JJ00";"    2100";"    3900";"       ."
"17859";"ZW10300";"GM0513";"2013JJ00";"    2250";"    3900";"       ."
"17860";"ZW10300";"GM0513";"2014JJ00";"    1700";"    3700";"       ."
"17861";"ZW10300";"GM0513";"2015JJ00";"    1830";"    3560";"       ."
"17862";"ZW10300";"GM0513";"2016JJ00";"    1890";"    3480";"       ."
"17863";"ZW10300";"GM0513";"2017JJ00";"    1810";"    3460";""
"17864";"ZW10300";"GM0693";"2010JJ00";"    2500";"    4000";"       ."
"17865";"ZW10300";"GM0693";"2011JJ00";"    1950";"    3950";"       ."
"17866";"ZW10300";"GM0693";"2012JJ00";"    2050";"    3950";"       ."
"17867";"ZW10300";"GM0693";"2013JJ00";"";"";""
"17868";"ZW10300";"GM0693";"2014JJ00";"";"";""
"17869";"ZW10300";"GM0693";"2015JJ00";"";"";""
"17870";"ZW10300";"GM0693";"2016JJ00";"";"";""
"17871";"ZW10300";"GM0693";"2017JJ00";"";"";""
"17872";"ZW10300";"GM0365";"2010JJ00";"    2600";"    3850";"       ."
"17873";"ZW10300";"GM0365";"2011JJ00";"    2050";"    3800";"       ."
"17874";"ZW10300";"GM0365";"2012JJ00";"    2150";"    3850";"       ."
"17875";"ZW10300";"GM0365";"2013JJ00";"    2300";"    3900";"       ."
"17876";"ZW10300";"GM0365";"2014JJ00";"    1700";"    3650";"       ."
"17877";"ZW10300";"GM0365";"2015JJ00";"";"";""
"17878";"ZW10300";"GM0365";"2016JJ00";"";"";""
"17879";"ZW10300";"GM0365";"2017JJ00";"";"";""
"17880";"ZW10300";"GM0786";"2010JJ00";"    2300";"    4150";"       ."
"17881";"ZW10300";"GM0786";"2011JJ00";"    1800";"    4050";"       ."
"17882";"ZW10300";"GM0786";"2012JJ00";"    1900";"    4000";"       ."
"17883";"ZW10300";"GM0786";"2013JJ00";"    2050";"    3950";"       ."
"17884";"ZW10300";"GM0786";"2014JJ00";"    1500";"    3800";"       ."
"17885";"ZW10300";"GM0786";"2015JJ00";"    1600";"    3640";"       ."
"17886";"ZW10300";"GM0786";"2016JJ00";"    1680";"    3670";"       ."
"17887";"ZW10300";"GM0786";"2017JJ00";"    1630";"    3590";""
"17888";"ZW10300";"GM0518";"2010JJ00";"    2000";"    4700";"       ."
"17889";"ZW10300";"GM0518";"2011JJ00";"    1600";"    4700";"       ."
"17890";"ZW10300";"GM0518";"2012JJ00";"    1700";"    4650";"       ."
"17891";"ZW10300";"GM0518";"2013JJ00";"    1850";"    4650";"       ."
"17892";"ZW10300";"GM0518";"2014JJ00";"    1400";"    4500";"       ."
"17893";"ZW10300";"GM0518";"2015JJ00";"    1340";"    4430";"       ."
"17894";"ZW10300";"GM0518";"2016JJ00";"    1390";"    4410";"       ."
"17895";"ZW10300";"GM0518";"2017JJ00";"    1340";"    4360";""
"17896";"ZW10300";"GM0241";"2010JJ00";"    2550";"    4050";"       ."
"17897";"ZW10300";"GM0241";"2011JJ00";"    2050";"    4100";"       ."
"17898";"ZW10300";"GM0241";"2012JJ00";"    2100";"    4000";"       ."
"17899";"ZW10300";"GM0241";"2013JJ00";"    2250";"    3950";"       ."
"17900";"ZW10300";"GM0241";"2014JJ00";"    1700";"    3850";"       ."
"17901";"ZW10300";"GM0241";"2015JJ00";"    1770";"    3630";"       ."
"17902";"ZW10300";"GM0241";"2016JJ00";"";"";""
"17903";"ZW10300";"GM0241";"2017JJ00";"";"";""
"17904";"ZW10300";"GM0014";"2010JJ00";"    2200";"    3800";"       ."
"17905";"ZW10300";"GM0014";"2011JJ00";"    1750";"    3850";"       ."
"17906";"ZW10300";"GM0014";"2012JJ00";"    1900";"    3800";"       ."
"17907";"ZW10300";"GM0014";"2013JJ00";"    2000";"    3750";"       ."
"17908";"ZW10300";"GM0014";"2014JJ00";"    1500";"    3650";"       ."
"17909";"ZW10300";"GM0014";"2015JJ00";"    1590";"    3530";"       ."
"17910";"ZW10300";"GM0014";"2016JJ00";"    1670";"    3450";"       ."
"17911";"ZW10300";"GM0014";"2017JJ00";"    1580";"    3370";""
"17912";"ZW10300";"GM0015";"2010JJ00";"    2200";"    3650";"       ."
"17913";"ZW10300";"GM0015";"2011JJ00";"    1750";"    3650";"       ."
"17914";"ZW10300";"GM0015";"2012JJ00";"    1900";"    3600";"       ."
"17915";"ZW10300";"GM0015";"2013JJ00";"    1950";"    3550";"       ."
"17916";"ZW10300";"GM0015";"2014JJ00";"    1450";"    3400";"       ."
"17917";"ZW10300";"GM0015";"2015JJ00";"    1540";"    3340";"       ."
"17918";"ZW10300";"GM0015";"2016JJ00";"    1640";"    3280";"       ."
"17919";"ZW10300";"GM0015";"2017JJ00";"    1540";"    3150";""
"17920";"ZW10300";"GM1729";"2010JJ00";"    2650";"    3950";"       ."
"17921";"ZW10300";"GM1729";"2011JJ00";"    2050";"    3850";"       ."
"17922";"ZW10300";"GM1729";"2012JJ00";"    2200";"    3800";"       ."
"17923";"ZW10300";"GM1729";"2013JJ00";"    2250";"    3700";"       ."
"17924";"ZW10300";"GM1729";"2014JJ00";"    1650";"    3500";"       ."
"17925";"ZW10300";"GM1729";"2015JJ00";"    1760";"    3360";"       ."
"17926";"ZW10300";"GM1729";"2016JJ00";"    1850";"    3310";"       ."
"17927";"ZW10300";"GM1729";"2017JJ00";"    1800";"    3290";""
"17928";"ZW10300";"GM0158";"2010JJ00";"    2350";"    4050";"       ."
"17929";"ZW10300";"GM0158";"2011JJ00";"    1900";"    4150";"       ."
"17930";"ZW10300";"GM0158";"2012JJ00";"    2000";"    4100";"       ."
"17931";"ZW10300";"GM0158";"2013JJ00";"    2100";"    4100";"       ."
"17932";"ZW10300";"GM0158";"2014JJ00";"    1550";"    3950";"       ."
"17933";"ZW10300";"GM0158";"2015JJ00";"    1680";"    3780";"       ."
"17934";"ZW10300";"GM0158";"2016JJ00";"    1760";"    3730";"       ."
"17935";"ZW10300";"GM0158";"2017JJ00";"    1710";"    3650";""
"17936";"ZW10300";"GM0788";"2010JJ00";"    2450";"    4150";"       ."
"17937";"ZW10300";"GM0788";"2011JJ00";"    1800";"    4050";"       ."
"17938";"ZW10300";"GM0788";"2012JJ00";"    2000";"    4000";"       ."
"17939";"ZW10300";"GM0788";"2013JJ00";"    2050";"    3950";"       ."
"17940";"ZW10300";"GM0788";"2014JJ00";"    1550";"    3800";"       ."
"17941";"ZW10300";"GM0788";"2015JJ00";"    1610";"    3670";"       ."
"17942";"ZW10300";"GM0788";"2016JJ00";"    1680";"    3690";"       ."
"17943";"ZW10300";"GM0788";"2017JJ00";"    1610";"    3610";""
"17944";"ZW10300";"GM0392";"2010JJ00";"    2600";"    3600";"       ."
"17945";"ZW10300";"GM0392";"2011JJ00";"    2100";"    3650";"       ."
"17946";"ZW10300";"GM0392";"2012JJ00";"    2150";"    3600";"       ."
"17947";"ZW10300";"GM0392";"2013JJ00";"    2600";"    3900";"       ."
"17948";"ZW10300";"GM0392";"2014JJ00";"    2000";"    3800";"       ."
"17949";"ZW10300";"GM0392";"2015JJ00";"    2220";"    3890";"       ."
"17950";"ZW10300";"GM0392";"2016JJ00";"    2270";"    3810";"       ."
"17951";"ZW10300";"GM0392";"2017JJ00";"    2140";"    3790";""
"17952";"ZW10300";"GM0393";"2010JJ00";"    2650";"    4250";"       ."
"17953";"ZW10300";"GM0393";"2011JJ00";"    2050";"    4150";"       ."
"17954";"ZW10300";"GM0393";"2012JJ00";"    2200";"    4150";"       ."
"17955";"ZW10300";"GM0393";"2013JJ00";"    2350";"    4150";"       ."
"17956";"ZW10300";"GM0393";"2014JJ00";"    1750";"    4000";"       ."
"17957";"ZW10300";"GM0393";"2015JJ00";"    1850";"    3930";"       ."
"17958";"ZW10300";"GM0393";"2016JJ00";"    1950";"    3790";"       ."
"17959";"ZW10300";"GM0393";"2017JJ00";"    1820";"    3600";""
"17960";"ZW10300";"GM0394";"2010JJ00";"    2500";"    4450";"       ."
"17961";"ZW10300";"GM0394";"2011JJ00";"    2100";"    4450";"       ."
"17962";"ZW10300";"GM0394";"2012JJ00";"    2200";"    4400";"       ."
"17963";"ZW10300";"GM0394";"2013JJ00";"    2250";"    4300";"       ."
"17964";"ZW10300";"GM0394";"2014JJ00";"    1700";"    4200";"       ."
"17965";"ZW10300";"GM0394";"2015JJ00";"    1780";"    4110";"       ."
"17966";"ZW10300";"GM0394";"2016JJ00";"    1850";"    4020";"       ."
"17967";"ZW10300";"GM0394";"2017JJ00";"    1770";"    3940";""
"17968";"ZW10300";"GM1655";"2010JJ00";"    2400";"    3950";"       ."
"17969";"ZW10300";"GM1655";"2011JJ00";"    1900";"    3950";"       ."
"17970";"ZW10300";"GM1655";"2012JJ00";"    2050";"    3900";"       ."
"17971";"ZW10300";"GM1655";"2013JJ00";"    2150";"    3850";"       ."
"17972";"ZW10300";"GM1655";"2014JJ00";"    1600";"    3750";"       ."
"17973";"ZW10300";"GM1655";"2015JJ00";"    1650";"    3570";"       ."
"17974";"ZW10300";"GM1655";"2016JJ00";"    1710";"    3530";"       ."
"17975";"ZW10300";"GM1655";"2017JJ00";"    1630";"    3490";""
"17976";"ZW10300";"GM0160";"2010JJ00";"    2350";"    4050";"       ."
"17977";"ZW10300";"GM0160";"2011JJ00";"    1950";"    4050";"       ."
"17978";"ZW10300";"GM0160";"2012JJ00";"    2050";"    4100";"       ."
"17979";"ZW10300";"GM0160";"2013JJ00";"    2200";"    4050";"       ."
"17980";"ZW10300";"GM0160";"2014JJ00";"    1550";"    3900";"       ."
"17981";"ZW10300";"GM0160";"2015JJ00";"    1620";"    3720";"       ."
"17982";"ZW10300";"GM0160";"2016JJ00";"    1700";"    3690";"       ."
"17983";"ZW10300";"GM0160";"2017JJ00";"    1680";"    3610";""
"17984";"ZW10300";"GM0243";"2010JJ00";"    2400";"    4200";"       ."
"17985";"ZW10300";"GM0243";"2011JJ00";"    1850";"    4150";"       ."
"17986";"ZW10300";"GM0243";"2012JJ00";"    1950";"    4050";"       ."
"17987";"ZW10300";"GM0243";"2013JJ00";"    2100";"    3950";"       ."
"17988";"ZW10300";"GM0243";"2014JJ00";"    1550";"    3800";"       ."
"17989";"ZW10300";"GM0243";"2015JJ00";"    1690";"    3660";"       ."
"17990";"ZW10300";"GM0243";"2016JJ00";"    1790";"    3620";"       ."
"17991";"ZW10300";"GM0243";"2017JJ00";"    1730";"    3450";""
"17992";"ZW10300";"GM0523";"2010JJ00";"    2100";"    3850";"       ."
"17993";"ZW10300";"GM0523";"2011JJ00";"    1700";"    3850";"       ."
"17994";"ZW10300";"GM0523";"2012JJ00";"    1750";"    3800";"       ."
"17995";"ZW10300";"GM0523";"2013JJ00";"    1900";"    3800";"       ."
"17996";"ZW10300";"GM0523";"2014JJ00";"    1400";"    3600";"       ."
"17997";"ZW10300";"GM0523";"2015JJ00";"    1510";"    3570";"       ."
"17998";"ZW10300";"GM0523";"2016JJ00";"    1540";"    3500";"       ."
"17999";"ZW10300";"GM0523";"2017JJ00";"    1490";"    3450";""
"18000";"ZW10300";"GM0017";"2010JJ00";"    3000";"    3750";"       ."
"18001";"ZW10300";"GM0017";"2011JJ00";"    2350";"    3700";"       ."
"18002";"ZW10300";"GM0017";"2012JJ00";"    2550";"    3700";"       ."
"18003";"ZW10300";"GM0017";"2013JJ00";"    2650";"    3600";"       ."
"18004";"ZW10300";"GM0017";"2014JJ00";"    2000";"    3450";"       ."
